id,sender,body,type
1280,AX-CBSSBI,"Your AC XXXXX887819 Debited INR 295.00 on 05/04/23 -ECS/ACH RET CH. Avl Bal INR 14,124.16.-SBI",banking
1281,AZ-ARWYNK,"Naiyo Lagda ab Wynk Music app par. AD FREE HD sangeet ke saath 20 million se adhik gaane, unlimited hellotune ko miss na karein aur download karein apne Wynk Premium Subscription ke saath. Aaj hi Download karein open.wynk.in/VibeNow",spam
1282,CP-GROWWZ,"[Action needed] Due to insufficient balance in your bank account, your SIP was not deducted for Axis Small Cap Fund Direct GrowthDon't want to miss investing in your SIP this month? Pay SIP installment of Rs.15000 from Groww dashboard.Click to pay - weurl.co/vs9A34",spam
1283,MYLEVN,"Final 2 hrs, RAJ vs PJB T20 🏏₹10.37 Cr Mega Contest on My11Circle! ➡️ Register FREE➡️ Make Your Fantasy Team➡️ Win Cash PrizesPlay now  -👉 https://a.1rp.in/1/y2aKS",spam
1284,MYLEVN,"Final 2 hrs, RAJ vs PJB T20 🏏₹10.37 Cr Mega Contest on My11Circle! ➡️ Register FREE➡️ Make Your Fantasy Team➡️ Win Cash PrizesPlay now  -👉 https://a.1rp.in/1/yC8mc",spam
1285,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs15000.0 on 06Apr23 transfer to IndianClearingCorp Ref No 309670055611. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1286,TM-TWCLUB,"<#>To complete your registration on 12% Club, please enter OTP 8693. If unauthorised, email support@twelve.club D/WyK6jVuHn",otp
1287,MYLEVN,"KOL vs BLR Big Match 🏏₹10.78 Cr Mega Contest on My11Circle! ➡️ Register FREE➡️ Make Your Fantasy Team➡️ Win Cash PrizesPlay here -👉 https://a.1rp.in/1/q27cZ",spam
1289,AZ-AIRTEL,50% ALERT: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) topup at just Rs98 | valid till your current pack i.airtel.in/UnlimitedData-1,spam
1290,AX-SBIUPI,"Rs290.0 debited@SBI UPI frm A/cX7819 on 06Apr23 RefNo 309694687839. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",banking
1291,BZ-PGIMMF,"Dear Investor, SIP in PGIM India Midcap Opportunities Fund of Rs. 14999.25 under XXXXXX8633 is processed with NAV of 47.11 and 318.388 units are allotted on 06/04/2023. For any assistance, call us on 1800-266-7446 or write to care@pgimindia.co.in   PGIM India MF",banking
1292,JK-LNKART,"Dear Customer, EXTRA 20% OFF up to Rs1000 on Lenskart eyewear, order above 2500. Code QM2-W2ZCGCDZ, till 10 Apr. TnCStore lskt.me/m8Online lskt.me/q8",spam
1293,AX-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs10.0 on 07Apr23 transfer to MANOJ SHUKLA Ref No 309712741564. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1294,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs42.0 on 07Apr23 transfer to Udupi Bite Ref No 309712739361. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1296,AX-PANTLS,"How GREEN Are YOU!! Dear Pantaloons Greencard member, you are just Rs. 4703 away from turning everyone else Green with envy. Shop & upgrade to 3 STAR...Unlock more rewards... Spring'23 Collection now in-store Know your Greencard benefits: tltx.in/eHCPn Shop online: tltx.in/eHCPo TC",spam
1297,My11Circle‎ 🏏,"₹11.36 Cr Mega Contest !LKN vs HYD Fantasy #T20 on My11Circle!➡️ Start FREE➡️ Make Your Fantasy Team➡️ Win Cash PrizesPlay here -👉 https://a.1rp.in/1/KaGtj",spam
1298,9.18555E+11,I'll call you later.,spam
1299,INDBAT 🏏,"HYD vs LKN T20 @ 07:30 pmPredict Outcomes & Win Spot Cash Prizes on IndiBet!➡️ Deposit ₹100 & Get ₹500➡️ Quick Withdrawals ➡️ 100% Safe & SecurePlay now  - https://a.1rp.in/1/kv81F",spam
1300,VM-AXISMF,"Dear Investor, Payment of Rs. 14999.25 towards your SIP in Axis Small Cap Fund Direct Growth has been received and 213.847 units at NAV 70.14 are allotted in Folio XXXXXXXX8994. Axis MF",banking
1301,AX-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs55.0 on 07Apr23 transfer to SAGAR SUPER SHOPEE Ref No 309707629959. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1302,VD-MAXFSN,"Yay..MAX Fashion announces NEW LOW PRICES!Kids tees@129, shorts@269, Men&Women Tees@199,Eco-friendly Jeans@699Great quality@unbelievable pricesbit.ly/3UhKXm4",spam
1303,JX-IMSIND,"Join IMS webinar, Careers in Management Consulting by Sharad Bang| BCG| EY| XLRI  Today @ 10 AM. Register: http://bit.ly/3KicqQ9",spam
1305,MY11CIRCLE,"Dear ,Rs.5000 Bonus to be credited on My11Circle.MI vs CSK & RR vs DC Match Today.Prize Pool - 11,36,00,000 (11.36Cr)Entry Fees - Rs.49Click - https://bit.ly/3m3Wp84",spam
1306,JGLRMY‎ㅤ,"Play Rummy, Win Cash,₹8850 bonus for new users.Checkout offers  -https://a.1rp.in/1/fJInJ",spam
1307,A23 Fantasy,"2X Winnings ! Play MUM vs CHN Fantasy T20 on A23 Fantasy & Win Cash Prizes! Play here -👉 https://a.1rp.in/1/8d9mv",spam
1308,AD-NBHome,"Hi rohan kavari, is your 1 BHK still available for rent? NoBroker can make it visible for top seekers on its page if you click the link below. https://u1.mnge.co/X0DRn7m",spam
1309,AX-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs120.0 on 08Apr23 transfer to NEW SUNIL Ref No 309863513136. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1310,AZ-AIRTEL,50% ALERT: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) topup at just Rs98 | valid till your current pack i.airtel.in/UnlimitedData-1,spam
1311,SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs120.0 on 09Apr23 transfer to SOMANATH APPA Ref No 309971686156. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1312,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs30.0 on 09Apr23 transfer to GANESH MAHADEV Ref No 309979756475. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1314,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs300.0 on 09Apr23 transfer to mr. Isaq  gafar Ref No 309984546452. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1315,SSRIDE,"Hi Rohan, Commute to your office at Rs. 50/-. Save 75%+ on travel costs compared to cabs. Safe commute. https://bit.ly/sRide-now",spam
1316,VM-MYLENV,"Dear 72195751XX,Rs.5000 Bonus to be credited on My11Circle.HYD vs PUNPrize Pool - 6,70,00,000 (6.70 Cr)Entry Fees - Rs.49Click - http://gmg.im/egC4ra",spam
1317,SHTJOB,"Jobs for your Profile!Location: Pan India,Company : GenpactUpdate and Apply: klr.pw/HVDnld/Team Shine",spam
1319,JK-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs55.0 on 09Apr23 transfer to Mr AVINASH Ref No 309993859567. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1320,AZ-AIRTEL,50% ALERT: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) topup at just Rs98 | valid till your current pack i.airtel.in/UnlimitedData-1,spam
1321,JK-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs30.0 on 10Apr23 transfer to RAFIK KHAN Ref No 310013981071. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1322,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs50.0 on 10Apr23 transfer to Bhagyshri Ref No 310014781383. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1324,JungleeRummy‎ㅤ,"₹2 Crore+ Prize Pool + ₹8,850 New User Bonus! Play & Win Real Cash Prizes on JungleeRummy! Download the app here - 👉 https://a.1rp.in/1/tvRWF",spam
1325,JX-IMSIND,"Dear Rohan kavari  ., your One-Time Password (OTP) is 384072. Please do not share this password with anyone. Team IMS.",otp
1326,AZ-AIRTEL,50% ALERT: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) topup at just Rs98 | valid till your current pack i.airtel.in/UnlimitedData-1,spam
1327,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs350.0 on 11Apr23 transfer to SAMIR S KHATAVKAR Ref No 310137794716. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1328,JK-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs30.0 on 11Apr23 transfer to RAFIK KHAN Ref No 310146787193. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1329,9.19891E+11,Msg kr ,spam
1330,9.19891E+11,Text me ,spam
1332,KOTAKA,"When everything is instant, why shouldn't your banking be too?Open a Kotak811 zero balance account in 5 minutes: https://kotk.in/3yaLodT&C Apply -Kbank",spam
1333,AZ-AIRTEL,50% ALERT: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) topup at just Rs98 | valid till your current pack i.airtel.in/UnlimitedData-1,spam
1334,JK-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs123.0 on 11Apr23 transfer to SAGAR SUPER SHOPEE Ref No 310161559755. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1335,CP-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs10.0 on 11Apr23 transfer to Gurudatta Ref No 310162138443. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1336,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs70.0 on 11Apr23 transfer to MANGILAL JAGARAM Ref No 310164318439. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1337,CP-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs60.0 on 12Apr23 transfer to RAFIK KHAN Ref No 310283938614. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1339,My11Circleㅤ,"Final 2 hrs, CHE vs RAJ Indian T20 ! ₹10.34 Cr + AUDI A4 in Winnings on My11Circle!    1️⃣ Start FREE   2️⃣ Make a Fantasy Team   3️⃣ Win Cash PrizesPlay here   - 👉 https://a.1rp.in/1/0WlEd",spam
1340,My11Circleㅤ,"Hey, CHE vs RAJ Indian T20 ! ₹10.34 Cr + AUDI A4 in Winnings on My11Circle!    1️⃣ Start FREE   2️⃣ Make a Fantasy Team   3️⃣ Win Cash PrizesPlay here   - 👉 https://a.1rp.in/1/A3E3O",spam
1341,CP-601125,"Part time job to make Money!! Click https://wa.me/919735789923 to get up to 19000 Rs in cash, valid within 24 hours!-cashingplus",spam
1342,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs271.0 on 12Apr23 transfer to BALASAHEB Ref No 310299735596. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1343,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs50.0 on 13Apr23 transfer to PaytmUser Ref No 310307834141. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1345,AY-AIRTEL,Aapka Airtel Pack 16-Apr-23 tak manya hai. Aaj hi unlimited pack se recharge karein. Naye pack ki validity is pack ke baad hi shuri hogi i.airtel.in/FDPNew,spam
1346,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs30.0 on 13Apr23 transfer to RAFIK KHAN Ref No 310319561069. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1347,AD-650026,"Hi Anupama Umesh Kavari , Aapke Airtel Axis Bank Credit Card par Rs 500000 tak ki credit limit aur Rs18000 tak ka annual cashback bina kisi joining fee ke uplabdh hai. Offer 30th April'23 tak valid hai. Aaj hi apply karein i.airtel.in/shop_5",spam
1348,TX-MITWPU,"MIT-WPU, Kothrud invites all aspiring students & their parents for the Open House - Career Connect session on 15th April. Register Now: https://npfs.in/34acbrz5H",spam
1349,CP-RZTRSA,Assistance request submitted on StrandD! We are assigning an Operator for your request RZ-23130683 - RZT,spam
1350,CP-RZTRSA,Please submit your location for StrandD at http://strnd.info/tT9Dut - RZT,spam
1353,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs3000.0 on 14Apr23 transfer to JADHAV AJAY Ref No 310449595291. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1354,My11Circleㅤ,"KOL vs HYD Indian T20 🏏₹10.36 Crore+ AUDI A4 in Winnings on My11Circle!    1️⃣ ₹5,000* New* User Bonus   2️⃣ Make a Fantasy Team   3️⃣ Win Cash PrizesPlay here   - 👉 https://a.1rp.in/1/uJr2i",spam
1355,AY-AIRTEL,Aapke Airtel Pack ki validity 16-Apr-23 tak hai.Recharge na hone par sewayein band ho sakti hain.Recharge karein: i.airtel.in/FDPNew. Kar lia hai toh ignore karein,spam
1356,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs275.0 on 14Apr23 transfer to JADHAV AJAY Ref No 310450197057. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1357,PAYUMN,"Hi Customer, to receive Rs.499.00 from OLA FLEET TECHNOLOGIES PRIVATE LIMITED as Payout, please click on the link www.gs.im/l/s8ZmfpLF9H9 and add your account/upi details.Team PayU",banking
1358,VM-RELFFY,"Dear Customer,Incase you missed the #FreeShoppingWeek we are back with No Conditions Sale @FASHION FACTORY!FLAT 50% OFF on all Apparel,Luggage & Footwear in store!Valid till 23rd Apr.Click: relff.com/flat50 TnC",spam
1359,JK-LNKART,"Dear Customer, EXTRA 20% OFF up to Rs1000 on Lenskart eyewear, order above 2500. Code QM2-W2ZCGCDZ, till 17 Apr. TnCStore lskt.me/m8Online lskt.me/q8",spam
1360,CP-060034,"Dear, Our company is hiring for new staff, you can get job in our Dep, salary upto Rs12000. Click https://wa.me/919046927259 now to apply it - Aasaanjobs",spam
1361,JD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs640.0 on 14Apr23 transfer to PINGARA Ref No 310467146689. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1362,AZ-AIRTEL,50% ALERT: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) topup at just Rs98 | valid till your current pack i.airtel.in/UnlimitedData-1,spam
1363,AZ-AIRTEL,"90% ALERT!: for your daily highspeed data limit. Get 1GB data at just Rs19, valid for 1 day till midnight. Recharge now i.airtel.in/Rcharge",spam
1364,AZ-AIRTEL,"100% ALERT!: for your daily highspeed data limit. Get 1GB data at just Rs19, valid for 1 day till midnight. Recharge now i.airtel.in/Rcharge",spam
1366,CP-HOMCEN,"Breaking News! Big savings at HOME CENTRE, Seasons Mall. Exclusive Offer Rs.400 Off on Homeware worth Rs.2499 (Code: YWNBWP9). Till 30th Apr T&C bit.ly/43B9G9o",spam
1367,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs90.11 on 15Apr23 transfer to sRide Ref No 310578041409. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1369,AX-PANTLS,"New Year, New Beginnings & A NEW YOU!!For the lastest in Fashion visit your fav Pantaloons store this weekend...you are sure to find what you are looking for!!",spam
1370,AY-AIRTEL,Aapke Airtel Pack ki validity kal samapt hogi. Recharge na hone par outgoing sewa band ho jaegi. Recharge karein: i.airtel.in/FDPNew . Kar lia hai toh ignore karein,spam
1371,CP-AXISBK,You have successfully added your A/c no. XXXX77 to Freecharge UPI app - Axis Bank,banking
1372,JK-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs30.0 on 15Apr23 transfer to ANANT D DALVI Ref No 310598072929. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1373,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs50.0 on 15Apr23 transfer to WASIUR RAHMAN Ref No 310598344448. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1374,JX-IMSIND,"Join IMS webinar, The B-School Insider | IIM Bangalore | CAT Prep | Placements | Selection Process | Today at 11 AM. Register: https://bit.ly/3Uu6LuM",spam
1375,AZ-AIRTEL,"Pack Valid till 16 Apr 2023. CallCost:Rs0.00 Duration:00:02:48 Bal:Rs8.74.719=1 ch Xstream par,ULCL,1.5GB/D, 84D(Rs240/maah)",spam
1377,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs25.0 on 16Apr23 transfer to KALURAM Ref No 310620578765. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1378,AY-AIRTEL,Aapka Airtel Pack aaj samapt ho jaega. Sewa jaari rakhne ke liye Unlimited pack se recharge karein: i.airtel.in/FDPNew . Recharge kar liya toh ignore kare,spam
1379,AD-SBIUPI,"Dear SBI UPI User, ur A/cX7819 credited by Rs10 on 16Apr23 by  (Ref no 310636159341)",banking
1380,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs190.0 on 16Apr23 transfer to DARSHAN Ref No 310630533408. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1381,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs193.0 on 16Apr23 transfer to NEW A D MART Ref No 310634573700. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
1382,AD-SBIUPI,"Dear SBI UPI User, ur A/cX7819 credited by Rs190 on 16Apr23 by  (Ref no 310695393708)",banking
1383,AD-Airtel," Hi, recharge of Rs. 719 successfully credited to your Airtel number 7219575184, also the validity has been extended till 09-07-2023.",bill
1384,AZ-AIRINF,"Hi, we have processed Rs. 719.0 for your Airtel Mobile 7219575184. The payment will be updated within 1 hrs. Please keep your order ID 7053569298314457088 for future reference. Track your payment status via  https://i.airtel.in/Recharge-Bills",spam
1385,AZ-AIRINF,"Hi, Your Prepaid recharge of Rs. 719.0 is success against Order Id 7053569298314457088. Please keep the Order ID for future reference.",bill
1386,AD-ARTLTV,"Congratulations on your recent recharge of Xstream mobile pack. Enjoy 84 DAYS of access to live sports, blockbusters movies and web-series like Rocket Boys 2, Potluck S2, Everything Everywhere All At Once & more on your Airtel Xstream app at no extra cost. To claim your benefit download the latest version of Airtel Xstream app https://open.airtelxstream.in/WCF719",bill
1387,Airtel,"Recharge of INR 719.00 is successful for your Airtel Mobile on 17-04-2023 08:57, Transaction ID 1336198932.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Cashback of upto Rs80/month for 3 months with Airtel Mini Rewards123! Click i.airtel.in/Rwards123",bill
